3	9606	34	ACADM	4557231	NP_000007.1
3	9598	469356	ACADM	160961497	NP_001104286.1
3	9544	705168	ACADM	109008502	XP_001101274.1
3	9615	490207	ACADM	545503811	XP_005622188.1
3	9913	505968	ACADM	115497690	NP_001068703.1
3	10090	11364	Acadm	6680618	NP_031408.1
3	10116	24158	Acadm	292494885	NP_058682.2
3	7955	406283	acadm	390190229	NP_998175.2
3	7227	38864	CG12262	24660351	NP_648149.1
3	7165	1276346	AgaP_AGAP005662	58387602	XP_315683.2
3	6239	173979	acdh-8	17534899	NP_495142.1
3	6239	181758	acdh-7	17570075	NP_510789.1
3	8364	100494748	acadm	512837304	XP_002936129.2
5	9606	37	ACADVL	4557235	NP_000009.1
5	9598	455237	ACADVL	332847152	XP_003315394.1
5	9615	489463	ACADVL	345800108	XP_546581.3
5	9913	282130	ACADVL	27806205	NP_776919.1
5	10090	11370	Acadvl	23956084	NP_059062.1
5	10116	25363	Acadvl	6978435	NP_037023.1
5	7955	573723	acadvl	47086807	NP_997776.1
5	7227	37217	CG7461	281363737	NP_611409.2
5	7165	1275626	AgaP_AGAP008769	158293556	XP_314893.4
5	6239	174180	acdh-12	71985184	NP_001022062.1
6	9606	38	ACAT1	4557237	NP_000010.1
6	9598	451528	ACAT1	114640221	XP_508738.2
6	9544	707653	ACAT1	109108563	XP_001103928.1
6	9615	489421	ACAT1	73955189	XP_546539.2
6	9913	511082	ACAT1	114050959	NP_001039540.1
6	10090	110446	Acat1	21450129	NP_659033.1
6	10116	25014	Acat1	401461805	NP_058771.2
6	9031	418968	ACAT1	480354971	NP_001264708.1
6	7955	445290	acat1	51230650	NP_001003746.1
6	7227	31695	CG10932	24640423	NP_572414.1
6	7165	1270608	AgaP_AGAP011329	158287236	XP_309320.4
6	6239	174161	kat-1	25147385	NP_495455.2
6	6239	187992	T02G5.4	392890486	NP_495461.2
6	4932	856079	ERG10	6325229	NP_015297.1
6	28985	2893283	KLLA0D12056g	50307241	XP_453599.1
6	33169	4620424	AGOS_ADR165C	45188039	NP_984262.1
6	4896	2540616	erg10	19113478	NP_596686.1
6	318829	5051652	MGG_13499	389637278	XP_003716277.1
6	5141	3881820	NCU02571	164427869	XP_965702.2
6	3702	834823	AT5G47720	79330079	NP_001032028.1
6	3702	834876	ACAT2	30695411	NP_568694.2
6	4530	4346520	Os09g0252100	115478180	NP_001062685.1
6	8364	594960	acat1	71896213	NP_001025572.1
7	9606	90	ACVR1	4501895	NP_001096.1
7	9598	470565	ACVR1	114581325	XP_001145316.1
7	9544	697935	ACVR1	109099780	XP_001089146.1
7	9615	478757	ACVR1	545554895	XP_005640253.1
7	9913	338068	ACVR1	125991744	NP_788836.2
7	10090	11477	Acvr1	158937274	NP_001103674.1
7	10116	79558	Acvr1	13324702	NP_077812.1
7	9031	395246	ACVR1	46048926	NP_989891.1
7	7955	30615	acvr1l	18858267	NP_571420.1
7	7227	35731	sax	386767292	NP_001246193.1
7	7165	1269509	AgaP_AGAP007729	158285107	XP_308147.4
7	8364	550111	acvr1	62860092	NP_001017357.1
9	9606	6442	SGCA	4506911	NP_000014.1
9	9598	468403	SGCA	114669439	XP_523792.2
9	9544	704493	SGCA	109114337	XP_001092850.1
9	9615	609265	SGCA	545511167	XP_005624692.1
9	9913	541308	SGCA	61675702	NP_001013420.1
9	10090	20391	Sgca	6677923	NP_033187.1
9	10116	303468	Sgca	157823585	NP_001100509.1
9	8364	100488410	sgca	512873289	XP_002935590.2
12	9606	158	ADSL	4557269	NP_000017.1
12	9598	100608083	ADSL	332859858	XP_003317301.1
12	9615	474499	ADSL	545514747	XP_531727.4
12	9913	510949	ADSL	156139061	NP_001095847.1
12	10090	11564	Adsl	29788764	NP_033764.2
12	10116	315150	Adsl	194473622	NP_001123975.1
12	9031	396540	ADSL	45382981	NP_990860.1
12	7955	334431	adsl	440918720	NP_956193.2
12	7227	42051	CG3590	24647570	NP_650586.2
12	7165	1273584	AgaP_AGAP002378	118782913	XP_312577.3
12	4932	851073	ADE13	6323391	NP_013463.1
12	28985	2897031	KLLA0B13189g	50304339	XP_452119.1
12	33169	4619033	AGOS_ABL006C	302306536	NP_982941.2
12	4896	2539985	ade8	19113527	NP_596735.1
12	318829	2676630	MGG_03645	389637211	XP_003716244.1
12	5141	3879147	NCU06187	164425269	XP_962999.2
12	8364	448055	adsl	53749728	NP_001005457.1
13	9606	175	AGA	285002251	NP_000018.2
13	9598	461616	AGA	114596999	XP_517545.2
13	9544	699740	AGA	297293737	XP_001090811.2
13	9615	475638	AGA	545526644	XP_005630078.1
13	9913	511345	AGA	115496506	NP_001068979.1
13	10090	11593	Aga	54292135	NP_001005847.1
13	10116	290923	Aga	72255513	NP_001026811.1
13	9031	422558	AGA	57530110	NP_001006445.1
13	7955	566517	aga	160333330	NP_001103751.1
13	7227	35989	CG1827	221330102	NP_610504.3
13	7227	37211	CG10474	24655553	NP_611404.1
13	7165	1280393	AgaP_AGAP012301	158300275	XP_320240.4
13	6239	180550	R04B3.2	17569239	NP_508448.1
13	318829	2676919	MGG_03346	389637946	XP_003716606.1
13	3702	836275	AT5G61540	42568695	NP_200962.2
13	4530	4336581	Os04g0549300	115459764	NP_001053482.1
13	8364	100485379	aga	512816247	XP_002934303.2
