6239,PRJEB28388_chrIII_pilon.g6684,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6685,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6686,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6687,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6688,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6689,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6690,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6691,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6692,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6693,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6694,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6695,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6696,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6697,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6698,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6699,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6700,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6701,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6702,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6703,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6704,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6705,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6706,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6707,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6708,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6709,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6710,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6711,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6712,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6713,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6714,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6715,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6716,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6717,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6718,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6719,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6720,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6721,,,Live,gene
6239,PRJEB28388_chrIII_pilon.g6722,,,Live,gene
